ticker,price,market_cap,sector,final_score,recommendation,piotroski,altman_z,beneish_m,magic_rank,growth_score,upside,risk_flags
NFLX,95.23500061035156,403982712832,Communication Services,72.97605640296257,BUY,6.0,18.987806198686613,-1.9658898915629435,6.648591926692665,6.0,19.178872549577246,
RCL,284.29998779296875,77532291072,Consumer Cyclical,72.84020426045538,BUY,8.0,2.373535584086161,-2.841744520329882,7.253435463561025,5.0,30.495960580261233,
AVGO,328.7250061035156,1558575185920,Technology,72.61383282645853,BUY,9.0,19.929378023249782,-2.0915242642278886,5.0569164132292705,5.0,44.4976777490491,
TXN,194.625,177198923776,Technology,72.56185622807376,BUY,7.0,18.308138885966635,-2.797154079480195,6.63722226946398,5.5,16.120745022479127,
LVS,54.25,36680294400,Consumer Cyclical,72.27859549905206,BUY,8.0,3.669203999620903,-2.139071832062006,7.222631082859362,4.0,30.87557603686636,
PH,895.4500122070312,113020592128,Industrials,72.17017350081841,BUY,7.0,11.196741507374462,-2.4962811910323093,6.6220149790782665,5.0,17.2594768759952,
WDC,280.75,95988228096,Technology,72.0978229357298,BUY,7.0,13.00689163433317,-2.7352975334137,5.084901375849465,6.5,15.761353517364201,
HUBB,474.9700012207031,25250164736,Industrials,71.94145470397588,BUY,6.0,9.543540193041657,-2.456599597522153,6.572333918037902,6.0,15.796786867900078,
NDAQ,86.12000274658203,49174130688,Financial Services,71.71690317226275,BUY,9.0,4.2995953649508,-2.5863157145250066,4.8584515861313715,4.0,26.567576084205406,
LH,268.4849853515625,22257405952,Healthcare,71.51046713493282,BUY,8.0,4.840292115376739,-2.5461459860766005,4.494917821879718,5.0,19.187298157840058,
ADBE,252.8300018310547,103794925568,Technology,71.23426501450767,BUY,7.0,13.151943006866453,-2.850787759444551,9.283799173920507,2.0,23.600837612941923,
FCX,57.2599983215332,82294161408,Basic Materials,71.20738063636888,BUY,4.0,4.886303640515959,-2.2092160447082927,7.020356984851109,6.0,22.249392336562103,
FFIV,286.94000244140625,16301374464,Technology,71.12904186311683,BUY,6.0,9.898477287318066,-2.592538446987841,6.803735178908841,7.0,11.521571505299152,
AON,324.9999084472656,69853937664,Financial Services,70.9118817822935,BUY,8.0,2.8296935945647848,-2.355288746534949,8.28927422448009,2.0,23.38465014216031,
GRMN,237.48699951171875,45711695872,Technology,70.817865512553,BUY,7.0,29.663685258356175,-2.251188408357316,7.151567679840448,7.0,8.848063486205428,
AMD,200.0800018310547,326180012032,Technology,70.8146242038612,BUY,8.0,26.74038349581849,-2.721837774958525,2.24064543526394,6.0,45.441821939664486,
SLB,44.80910110473633,67264434176,Energy,70.59738749264197,BUY,4.0,4.801378856220753,-10.26105559294204,6.21536041298765,5.5,23.85876670517196,
BMY,59.05500030517578,120263958528,Healthcare,70.43060996944956,BUY,9.0,3.6495897556670798,-2.6614368022478962,7.778530224526513,5.5,8.373549520396535,
UBER,75.16999816894531,156190507008,Technology,70.17711936267402,BUY,6.0,5.159193808078305,-2.2964408607444433,5.0885596813370055,5.0,39.68338773138116,
TDG,1246.0699462890625,70370009088,Industrials,69.97132238516089,BUY,7.0,3.3734670606182613,-2.3116630326333065,7.152327859247115,3.0,30.209383897909493,
HLT,297.55999755859375,69163409408,Consumer Cyclical,69.87556669802481,BUY,6.0,3.477149778429486,-2.6278791840037954,6.654814754550161,7.0,10.565937188924487,
BALL,62.35499954223633,16710342656,Consumer Cyclical,69.73986843922751,BUY,5.0,3.9910360544532564,-2.6472446778265555,5.771184703753929,7.0,13.864165698386314,
CTSH,60.849998474121094,29366624256,Technology,69.66666666666666,BUY,7.0,10.280081224513033,-2.4951340668452944,10.0,1.0,44.61791652702429,
XYZ,59.86000061035156,36374827008,Technology,69.5110802460328,BUY,5.0,5.086666713679463,-2.617982134038933,7.0888734563497335,4.0,47.84497009292669,
BKR,54.77000045776367,54125711360,Energy,69.41635680140074,BUY,7.0,3.6430610490221986,-2.6896729280075906,5.611608374423282,5.5,15.026473385887515,
JKHY,166.05999755859375,12018947072,Technology,69.33857204031118,BUY,8.0,19.063272919460466,-2.720520064124581,7.502619353488926,2.0,23.449357469529282,
DIS,99.16239929199219,175840182272,Communication Services,69.32018354586512,BUY,7.0,3.3655759215523178,-2.626039028029809,5.326758439599226,4.0,32.10652519031863,
MSCI,552.3800048828125,41505579008,Financial Services,69.26922604979819,BUY,7.0,10.113235869059007,-2.738468606464556,6.801279691565762,3.0,26.724355301112883,
PLTR,152.04029846191406,363697307648,Technology,69.20916127438262,BUY,7.0,275.4385381921773,-1.4454887854482843,4.771247303857984,6.0,29.242050948237942,ACCOUNTING_RISK
COST,998.3599853515625,442964344832,Consumer Defensive,69.02492235729231,BUY,8.0,11.72525664498652,-2.6514618636851264,6.255445532665881,6.0,10.180697958627217,
RTX,207.3800048828125,279128145920,Industrials,68.9311701688081,BUY,8.0,4.374981489714296,-2.3377614058835197,4.050679749032486,8.0,8.4964773374098,
STX,400.30499267578125,89678479360,Technology,68.69978010473992,BUY,8.0,10.155167852731092,-1.5881677223317914,5.977794579816918,5.5,16.910857611772762,ACCOUNTING_RISK
ADI,313.3399963378906,152976326656,Technology,68.62270723082563,BUY,8.0,12.998097414101057,-2.7827489248574935,2.6446869487461537,5.0,27.656859856684058,
TTD,27.350000381469727,13017972736,Communication Services,68.60729008187262,BUY,6.0,6.18310728304337,-3.679947543093795,7.302731780107326,4.0,17.00182652165796,
MA,505.260009765625,450913075200,Financial Services,68.53494928823993,BUY,8.0,17.81137974129478,-2.556264872578126,7.100807977453298,2.0,32.01123918542482,
BSX,69.61000061035156,103263584256,Healthcare,68.52862620815804,BUY,8.0,7.141282980022597,-2.526984080766897,4.09764643741236,4.0,50.8403951721639,
MCO,436.4599914550781,77691568128,Financial Services,68.45994727941323,BUY,8.0,13.05567942800618,-2.491716399703834,7.063306973039948,2.0,26.01384107771257,
BR,179.1199951171875,20912029696,Technology,68.28615082064627,BUY,8.0,6.1071106733348515,-2.6654945930082334,6.976408743656468,2.0,38.175528554517626,
KO,78.23500061035156,336536371200,Consumer Defensive,68.06193627253154,BUY,7.0,9.252118340988353,-2.3459227037614583,7.374122732330283,6.0,8.647024141204309,
MOS,28.045000076293945,8904434688,Basic Materials,67.98345289743645,BUY,8.0,3.3878915518766086,-2.776706898045725,6.773892171164007,4.0,14.1023352217751,
MAR,321.625,85225660416,Consumer Cyclical,67.97716202543845,BUY,7.0,4.916607579459619,-2.54928339327985,7.061291208340416,5.5,10.687912942090945,
AMZN,209.44000244140625,2248321794048,Consumer Cyclical,67.93423101188043,BUY,5.0,7.705984695761469,-2.757960596734165,6.300448839273551,4.0,36.07715654975353,
EXE,108.62000274658203,26112059392,Energy,67.91775176353593,BUY,9.0,3.982017003722597,-1.6852508330512563,6.597387792353882,3.5,19.222976178828173,ACCOUNTING_RISK
HCA,535.030029296875,119644594176,Healthcare,67.87203344198205,BUY,7.0,2.9469994921849993,-2.751957623901361,8.610246530972063,7.0,2.984873713371265,
INTU,450.6440124511719,125402546176,Technology,67.82235096443021,BUY,8.0,10.95614429159727,-2.720959395882745,6.744508815548442,2.0,33.142787526775614,
ADP,209.00999450683594,84533829632,Technology,67.72215179694199,BUY,8.0,4.391709240804002,-2.420269976643648,8.194409231804332,1.0,30.137317424360727,
ALGN,166.44000244140625,11942070272,Healthcare,67.62400657234635,BUY,6.0,8.392592437430086,-2.6081860592582014,6.062003286173175,3.5,20.163420491662308,
SMCI,31.94499969482422,19179393024,Technology,67.54676052896298,BUY,5.0,8.677345376047814,-2.278049122348084,6.106713597814823,4.0,23.65002465910136,
AAPL,253.60899353027344,3727394078720,Technology,67.46944722795617,BUY,7.0,15.744736436927585,-2.318448217091679,6.755222823419134,3.0,18.292334914451228,
DGX,200.49000549316406,22302982144,Healthcare,67.38535014526624,BUY,8.0,5.328851855596647,-2.6795668763338156,5.660430578571676,6.0,9.73115565478956,
AVY,172.88999938964844,13291426816,Consumer Cyclical,67.26237084639465,BUY,5.0,5.261413298631036,-2.5224823025756935,7.464518756530657,3.0,21.46451543834841,
ULTA,533.0599975585938,23901538304,Consumer Cyclical,66.95075208830045,BUY,4.0,11.076983929765687,-3.5070085221749636,8.142042710816892,3.0,30.28552192638706,
DXCM,66.44000244140625,25912680448,Healthcare,66.8611461191699,BUY,7.0,11.951706514977815,-3.835008781701915,7.097239726251621,2.0,27.934974227253978,
DVN,46.71500015258789,28975648768,Energy,66.80437218138326,BUY,6.0,3.7716210919535116,-3.1296978029240172,8.601024970014175,5.5,8.102322241354912,
CTAS,192.91319274902344,77525385216,Industrials,66.7040820501072,BUY,7.0,22.56326357244014,-2.561572570508932,6.47987459365995,4.0,15.07766619612064,
MSFT,397.92498779296875,2957528793088,Technology,66.55077913432572,BUY,5.0,14.41989440161714,-2.608282335870576,7.108722900496197,3.0,50.782187197594695,
VRTX,467.69000244140625,118793256960,Healthcare,66.47780923588991,BUY,6.0,22.69905426483554,-2.317298868582664,7.011639003109952,3.0,18.45453122967001,
PNR,89.0999984741211,14580492288,Industrials,66.4053250313358,BUY,8.0,7.8078075081959994,-2.4265779379672447,6.035995849001239,2.0,32.43546803681804,
SOLV,67.29460144042969,11675143168,Healthcare,66.39771165680827,BUY,7.0,3.0362558617548028,-2.03983092781389,9.615522495070802,1.0,35.96930220472044,
SPGI,428.3599853515625,129707401216,Financial Services,66.34944617672149,BUY,7.0,7.2694327281033235,-2.453142954574572,5.341389755027409,3.0,28.39668008406654,
ECL,275.0299987792969,77898301440,Basic Materials,66.31935133554985,BUY,4.0,8.075053026640141,-2.4971726883141336,5.378281858971886,5.0,18.896120950939412,
ALL,208.9499969482422,54230011904,Financial Services,66.26701261709731,BUY,5.0,3.097628606676137,-2.3902927431915555,7.829664824061858,3.5,16.774349635640267,
RMD,231.46499633789062,33786085376,Healthcare,66.21444507690083,BUY,7.0,21.885371230901494,-2.609741559920673,7.52388920511708,1.5,29.609230227650734,
CRM,198.16000366210938,185675923456,Technology,66.1570920776591,BUY,7.0,4.326170777999099,-2.660618719518008,5.245212705496222,3.0,32.46870970369952,
AZO,3527.455078125,58270031872,Consumer Cyclical,66.1519153166526,BUY,6.0,2.875382052150439,-2.426013425086737,7.575957658326306,2.0,21.900914533705194,
META,629.1300048828125,1591419207680,Communication Services,66.14592968263,BUY,5.0,15.1085537439265,-3.7505893182572496,7.656298174648338,2.5,36.06090845396038,
NWSA,24.170000076293945,13852317696,Communication Services,66.01705979889044,BUY,7.0,3.5679872019598897,-2.4881547905669428,5.1751965661118895,3.0,41.49772400515435,
STE,219.24749755859375,21518485504,Healthcare,65.91628394194564,BUY,8.0,8.411160442132784,-2.7504609544803875,4.291475304306155,3.0,33.63892553514594,
SW,39.755001068115234,20841707520,Consumer Cyclical,65.86267724320155,BUY,7.0,1.7661453886611889,-2.9832388463238266,3.8480052882674416,5.5,49.66670456895265,
ODFL,182.13499450683594,38084141056,Industrials,65.86214365085135,BUY,6.0,38.84203023021958,-2.7478981838176004,6.791393518760489,5.0,12.279356613330368,
ZTS,117.2300033569336,51662467072,Healthcare,65.7802892046099,BUY,7.0,10.845508567993566,-2.622832228958015,8.056811268971616,1.0,23.68847210429082,
FICO,1177.6300048828125,27935897600,Technology,65.69886839628752,BUY,7.0,18.92350980496878,-2.7001801950873916,6.516100864810431,2.0,70.68179238520827,
AOS,67.01499938964844,9267499008,Industrials,65.57996519680881,BUY,8.0,14.126376140695506,-2.5987248222115897,8.92349074238326,1.5,14.899650378708962,
IDXX,585.375,46742970368,Healthcare,65.53387480942897,BUY,7.0,37.591287299736706,-2.658716902652318,6.433604071381148,2.0,32.39376468076019,
JCI,131.88999938964844,80725409792,Industrials,65.44094721406887,BUY,6.0,3.6467761518331936,-2.285361880051864,3.2504225527387582,8.0,9.940102108591349,
CF,123.9000015258789,19325257728,Basic Materials,65.36295230159331,BUY,8.0,6.224791705690312,-2.7866741639244306,9.51480948412999,6.0,-21.71105826843781,OVERVALUED_ANALYST
ETN,366.3299865722656,142099398656,Industrials,65.34785688503061,BUY,6.0,9.013057010663553,-2.3706434175298488,5.758030852223613,5.0,13.831795180583379,
BKNG,4299.990234375,138605101056,Consumer Cyclical,65.33851754840923,BUY,5.0,11.89551799279213,-3.018826741790462,8.00259210753795,2.0,36.04682060051917,
ACN,196.4949951171875,121854189568,Technology,65.18884631493589,BUY,5.0,6.843397413871581,-2.7426400414773346,9.427756490801281,1.0,42.497268102432336,
CMCSA,30.225000381469727,110136713216,Communication Services,65.1701502522673,BUY,8.0,2.1056906094404435,-2.7196357335047403,8.154968277800315,6.0,7.526880363333345,
TYL,351.760009765625,15120523264,Technology,65.10353076866126,BUY,8.0,10.035888817794774,-2.715574478802764,3.8850987176639666,3.0,25.08528194923824,
FDS,207.1699981689453,7752288256,Financial Services,64.99564617015199,HOLD,5.0,7.134396551893605,-2.3968224598784764,9.331156418409325,1.0,47.22208944138484,
PG,151.625,354876096512,Consumer Defensive,64.98285917925638,HOLD,6.0,9.063663326006294,-2.5498808251755163,7.7671921617633926,4.0,12.448474855729597,
PHM,120.96499633789062,23264942080,Consumer Cyclical,64.7676197197043,HOLD,4.0,13.43756526394196,-2.7856669031659087,9.365782859033144,1.5,19.869387334971332,
TMUS,212.6999969482422,237906362368,Communication Services,64.72771712220029,HOLD,6.0,2.427466479510346,-2.77226036653524,4.863858561100142,5.0,26.93935302016061,
UNP,243.28500366210938,144363257856,Industrials,64.72670729874957,HOLD,7.0,7.177634503274388,-2.636023652348678,7.025746337348876,4.0,12.00854795738515,
MMM,148.80999755859375,78378229760,Industrials,64.6839794525537,HOLD,6.0,7.899863906200264,-4.527407975439755,7.59198972627685,1.5,21.268733929616594,
CL,90.4000015258789,72459943936,Consumer Defensive,64.62459180153891,HOLD,5.0,10.983966213594627,-3.5450443857391263,7.085895654412036,5.5,10.619467159381509,
GD,352.75,95379988480,Industrials,64.6097746559795,HOLD,8.0,7.1767588259092,-2.664771463750739,6.078688414689489,4.0,12.119064493267187,
CTRA,32.57500076293945,24733308928,Energy,64.58818750191986,HOLD,6.0,4.456354779976101,-2.6782861760829575,7.071915423615936,6.0,7.444356654687991,
GL,141.19500732421875,11239941120,Financial Services,64.55924541596639,HOLD,6.0,1.723325436155057,-3.503663388497452,6.279622707983191,4.0,22.87969899785548,
EIX,72.55500030517578,27918503936,Utilities,64.34810549730706,HOLD,5.0,1.1029438895146568,-2.48059208450067,7.2550604862857835,8.0,7.504651191402164,
DE,576.8699951171875,155816787968,Industrials,64.277849278025,HOLD,4.0,7.105430923033207,-2.549805972759532,5.430220277482189,5.0,16.750742056393957,
EQT,64.79499816894531,40449830912,Energy,64.21317294429407,HOLD,8.0,3.730034139505422,-2.7078805477545527,5.71673366332012,6.5,4.946372284320502,
PPG,103.43000030517578,23147495424,Basic Materials,64.06149832253698,HOLD,6.0,6.723714430562698,-2.4815562057442033,7.2807491612684885,1.5,22.304940178628,
NVR,6502.02001953125,18462044160,Consumer Cyclical,64.0,HOLD,6.0,25.60770881482847,-2.0585273561636286,10.0,0.5,24.57666964525823,
ISRG,483.2799987792969,171627347968,Healthcare,63.898541399216754,HOLD,7.0,76.17390308923497,-2.496921456578283,4.865937366275043,2.5,27.462340994027638,
SNA,369.2250061035156,19202490368,Industrials,63.89599705072561,HOLD,5.0,15.189304860488994,-2.4330243953354382,8.298734048093156,6.0,5.965195621205966,
ALLE,146.52000427246094,12622036992,Industrials,63.664658117650234,HOLD,5.0,7.5135998246757865,-2.4871679396750057,7.915662392158449,1.5,20.120116617468565,
TXT,92.23500061035156,16063872000,Industrials,63.63447266724664,HOLD,7.0,4.6798330600787335,-2.6475221083482987,5.816640385836668,6.0,7.334525228906649,
OTIS,83.38999938964844,32498403328,Industrials,63.559535932740985,HOLD,6.0,2.6967660872496655,-2.40440457013233,7.779767966370497,1.0,21.117640891286023,
REGN,755.719970703125,79894568960,Healthcare,63.37353125620602,HOLD,4.0,14.978123159071,-2.645177528172725,6.961618268345555,4.0,15.783628052848247,
CRH,102.16500091552734,68389236736,Basic Materials,63.34780079052393,HOLD,6.0,4.994201928700901,-2.775070426798325,6.173900395261964,2.0,39.96965567321444,
SPG,189.5800018310547,61604642816,Real Estate,63.28668530504925,HOLD,4.0,2.312509508781025,-2.23608315053619,7.902477394896067,8.0,6.815063848590445,
BIIB,183.61000061035156,26946332672,Healthcare,63.272934762558215,HOLD,5.0,6.475747985586743,-2.609498752092759,4.736480276303504,6.0,12.466640876617886,
ROL,55.185001373291016,26549075968,Consumer Cyclical,63.25163003626465,HOLD,6.0,17.457799850339473,-2.6634298181851137,6.326958120809377,2.0,19.5977137946459,
PGR,206.21499633789062,120822677504,Financial Services,63.245191592545986,HOLD,5.0,2.8843511294085697,-2.4701531520890048,7.946423491738392,4.0,12.019011275735865,
ORLY,91.41000366210938,77159555072,Consumer Cyclical,63.21562941221477,HOLD,6.0,4.829876657861281,-2.5589553517948485,7.033317565064497,2.0,18.148994282085773,
CAH,219.6750030517578,51693047808,Healthcare,63.1648177373276,HOLD,5.0,1.0028274043909582,-2.0419726808296614,6.125456221002008,8.0,16.08057196199025,BANKRUPTCY_RISK
MAS,62.08000183105469,12639928320,Industrials,63.12733972696684,HOLD,6.0,5.352945613340813,-2.648242203289747,9.063669863483417,0.0,28.86597558053079,
GE,302.7449951171875,319339626496,Industrials,63.09016262698454,HOLD,5.0,5.849998529557228,-2.250009128072479,4.628414646825604,3.5,20.2332014965604,
CVNA,313.4739990234375,68695531520,Consumer Cyclical,63.0,HOLD,6.0,10.317620571451855,-3.494288930210496,0.0,6.0,41.95754716062709,
VMC,267.44000244140625,35337089024,Basic Materials,62.746424596280065,HOLD,9.0,6.9319393324019405,-1.8446258276114067,4.623212298140037,2.0,21.522583395580337,
FDX,356.0249938964844,84006043648,Industrials,62.715476081974124,HOLD,5.0,3.72191216696963,-2.329972656063398,4.843921327437206,5.5,13.19430009376639,
HST,18.93000030517578,13188325376,Real Estate,62.62901639920945,HOLD,8.0,2.413700739300026,-3.5686086946260156,5.180330541249786,6.0,10.935021983376544,
TEL,205.39999389648438,60292186112,Technology,62.6106666581206,HOLD,5.0,8.559970052204772,-2.783062394134329,6.638666662393636,2.0,36.31938087647259,
TRGP,241.40499877929688,51890438144,Energy,62.6012539757007,HOLD,6.0,3.3527025261194776,-3.008870788651536,6.263148221083881,8.0,1.074957533532928,
WM,238.94000244140625,96373047296,Industrials,62.49682358382547,HOLD,8.0,4.59686423121015,-2.647738444659188,4.511811797992239,6.0,7.139866654507658,
QCOM,130.35000610351562,139219681280,Technology,62.46647176245933,HOLD,6.0,10.353025125308697,-3.2319942264111914,9.48688265555575,0.5,16.992706451347818,
CPAY,309.1700134277344,21628932096,Technology,62.35605745980182,HOLD,4.0,2.7033322353954152,-2.563507650992614,7.344695396567577,2.0,24.203507236239922,
CAT,701.3892822265625,328235876352,Industrials,62.26614859758379,HOLD,4.0,8.505418442439943,-2.4150240767243734,6.519237453403369,5.5,11.06100702411039,
APTV,71.30000305175781,15406461952,Consumer Cyclical,62.22852411028018,HOLD,8.0,3.435983177053588,-2.945639801612774,4.697595388473425,1.5,46.563808593586984,
NOC,732.989990234375,104612380672,Industrials,62.18943993763634,HOLD,5.0,5.151482098683669,-2.4606889299494665,6.26773665443125,8.0,2.3206332954405036,
ORCL,157.66000366210938,453129207808,Technology,62.11426634095348,HOLD,5.0,3.322061943300856,-2.6176422306542872,4.890466503810076,3.0,45.24926720843141,
V,309.31500244140625,596371570688,Financial Services,62.10057556669953,HOLD,6.0,12.49090955561598,-2.5993588691824043,7.050287783349766,1.0,29.511985140742063,
SHW,323.79998779296875,80229466112,Basic Materials,62.091007881857294,HOLD,6.0,4.839408857585032,-2.495527135523824,7.045503940928647,1.0,23.533049746670162,
IBM,247.85000610351562,232584691712,Technology,62.07277671358875,HOLD,5.0,5.859252032534531,-2.392064195763849,4.86972169012771,3.0,37.17974243583336,
DAL,60.66999816894531,39625437184,Industrials,62.05856132705071,HOLD,7.0,0.4466108162817567,-3.0599532992061143,8.195947330192018,3.0,33.5091518784005,BANKRUPTCY_RISK
ROK,364.44000244140625,40975151104,Industrials,61.997998414492635,HOLD,7.0,8.221115555209956,-2.717911141448527,4.665665873912986,2.0,21.419162834942643,
URI,747.5,47563534336,Industrials,61.90678566758341,HOLD,4.0,4.984939266034481,-2.652495821244975,7.120059500458371,2.0,29.899665551839465,
ABNB,128.65499877929688,77130473472,Consumer Cyclical,61.90116350800477,HOLD,6.0,7.263869901337243,-2.9160279264643467,6.751162229631136,3.5,12.898839048742495,
GEHC,71.66999816894531,32663584768,Healthcare,61.739684425344194,HOLD,4.0,2.957957852363906,-2.3660779785616675,7.036508879338765,2.0,32.55197771326804,
CTVA,79.16000366210938,53490946048,Basic Materials,61.70815978370019,HOLD,7.0,4.128306780661408,-2.7573574719392364,3.3320173596031473,7.0,7.3774583978272235,
DDOG,126.87000274658203,44893118464,Technology,61.668144597273454,HOLD,6.0,20.139746978085295,-2.574320665385085,0.8340722986367273,5.0,37.93646741661683,
WELL,210.2050018310547,146671075328,Real Estate,61.653813639533794,HOLD,6.0,6.748757696101732,-3.02376719059156,0.11840844995767522,9.0,9.416996739618446,
HOOD,75.31999969482422,67815727104,Financial Services,61.61862163880994,HOLD,5.0,3.93753845496256,-1.5514451715427104,6.392644152738307,3.5,59.32023431519752,ACCOUNTING_RISK
VLTO,91.38999938964844,22691893248,Industrials,61.56570438240057,HOLD,6.0,8.215237492613443,-2.477681886176751,7.695424288102531,1.0,18.17485580619551,
PODD,227.6199951171875,16023502848,Healthcare,61.56570436448557,HOLD,7.0,13.71497094414627,-2.863632573399298,5.1995188489094515,1.5,58.15833745829675,
BDX,161.13999938964844,58380234752,Healthcare,61.56150071630526,HOLD,7.0,3.441814947440871,-2.6456531720152108,2.9474170248192983,3.0,22.87451951716926,
WST,239.39999389648438,17241944064,Healthcare,61.403681708256784,HOLD,6.0,22.868022432545416,-2.797752221909625,5.951840854128393,1.5,32.62322810972408,
